What  could account for the high transmission rate of the 2019-nCOV virus?	we retrospectively analyzed the virus presence in the pharyngeal swab, blood, and the anal swab detected by real-time PCR in the clinical lab.	0
What happens  during the replication process?	During the replication process, the cells release antiviral factors and cytokines that alter local airway inflammation and airway niche (Busse et al., 2010) .	1
How many people may have left Wuhan before travel restrictions were imposed?	If recent suggestions that people infected with this coronavirus may be infectious while incubating or asymptomatic, and the reports that up to 5 m people left Wuhan before the travel restrictions were imposed, are confirmed, the efficacy of these control measures will be more challenged.	1
What is toltrazuril used to treat?	Controlled efficacy trial confirming toltrazuril resistance in a field isolate of ovine Eimeria spp.	0
What are the implications of the novel fermentation-based glycosylation strategy described in this study?	This novel fermentation-based glycosylation strategy will allow the economically viable production of various glycosides.	1
What is another name for IFITM5?	IFITM3 possesses three cysteine residues for the S-palmitoylation in the first transmembrane (TM1) domain and in the cytoplasmic (CP) loop.	0
What is needed to direct genetic mutations in RNA viruses?	Here, a strategy to facilitate manipulation and rescue of classical swine fever viruses (CSFVs) from full-length cDNAs present within bacterial artificial chromosomes (BACs) is described.	0
Respiratory viral pathogens were present in what percentage of samples?	We set up a retrospective study using nasal swabs collected by sentinel GPs from ILI patients in 2011 and 2012.	0
What past research has been done on severe, single-wave pandemics?	Neither the 2009 pandemic influenza A(H1N1) virus ([H1N1]pdm09) pandemic or the severe acute respiratory syndrome coronavirus (SARS-CoV) or the Middle East respiratory syndrome coronavirus (MERS-CoV) epidemics had the combination of both high transmissibility and severity.	0
What do patients often present to a hospital with, in cases of MERS?	Patients often present to a hospital with pneumonia, or worse, and secondary bacterial infections have been reported [37, 41] .	1
Which Lactobacililus casei strain does not have the cholera toxin subunit A1 (CTA1) on the surface?	casei) cholera toxin subunit A1 (CTA1) on the surface.	0
In what year did the first SARS epidemic occur?	Another key factor in successfully preventing and managing emerging threats is the rapid and transparent sharing of information between countries and agencies.	1
What is the structure of the coronavirus?	Several of them have caused diseases in humans and domestic animals by interspecies transmission.	0
What is severe MARS noted for?	Since then, MERS-CoV sequences have been found in a bat and in many dromedary camels (DC).	0
What other viruses are implicated in acute exacerbations but to a much lesser extent?	The current understanding on viral-induced exacerbations is that viral infection increases airway inflammation which aggravates disease symptoms.	0
What has been correlated with the pathogenicity of the H5N1 infection?	Therapeutic glycyrrhizin concentrations substantially inhibited H5N1-induced expression of the pro-inflammatory molecules CXCL10, interleukin 6, CCL2, and CCL5 (effective glycyrrhizin concentrations 25 to 50 µg/ml) but interfered with H5N1 replication and H5N1-induced apoptosis to a lesser extent (effective glycyrrhizin concentrations 100 µg/ml or higher).	0
Why are E Coli and lactic acid are safe choices as delivery vectors for vaccines?	Recently, these vaccines have been evaluated as delivery vectors for heterologous antigens, as a means of simultaneous vaccination against two pathogens.	0
What is the conclusion of  this report?	In general, heightened immune responses limit pathogen-induced cellular morbidity, which can facilitate the establishment of rapidly-propagating persistent infections within-host.	1
How long did the pH1N1/2009 viral outbreak last?	METHODOLOGY/PRINCIPAL FINDINGS: A serosurvey was conducted during the 2009 austral winter, in the frame of a prospective population study.	0
What are the most common clinical manifestations of severe human adenovirus type 55 (HAdV-55) induced ARDS?	METHODS: We conducted a prospective, single-center observational study of pneumonia with ARDS in immunocompetent adults admitted to our respiratory ICU.	0
What are the symptoms of Venezuelan equine encephalitis virus?	The host-pathogen dynamics of VEEV Trinidad donkey-infected human astrocytoma U87MG cells were determined by carrying out RNA sequencing (RNA-Seq) of poly(A) and mRNAs.	0
What does the term "phage displayed library" refer to?	For the purposes of this review, we use the term "phage display" to refer to a recombinant filamentous phage displaying a single polypeptide sequence on its surface (or more rarely, bispecific display achieved via fusion of polypeptides to two different capsid proteins), and the term "phage-displayed library" to refer to a diverse pool of recombinant filamentous phage displaying an array of polypeptide variants (e.g., antibody fragments; peptides).	1
What is the advantage of vectored vaccines?	Constant evolution of circulating influenza virus strains and the emergence of new strains diminishes the effectiveness of annual vaccines that rely on a match with circulating influenza strains.	0
What alternatives to classical vectored vaccines are needed?	Recombinant virus-vectored vaccines are an appealing alternative to classical inactivated vaccines because virus vectors enable native expression of influenza antigens, even from virulent influenza viruses, while expressed in the context of the vector that can improve immunogenicity.	1
What percentage of cases KSA has been a source of?	The case first to be publicly reported was from Jeddah, in the Kingdom of Saudi Arabia (KSA).	0
What do these factors do?	Such persistent inflammation may also be found within DNA viruses such as AdV, hCMV and HSV, whose infections generally persist longer (Imperiale and Jiang, 2015) , further contributing to chronic activation of inflammation when they infect the airway (Yang et al., 2008; Morimoto et al., 2009; Imperiale and Jiang, 2015; Lan et al., 2016; Tan et al., 2016; Kowalski et al., 2017) .	1
What happens when the 3 cytokines are expressed?	These 3 cytokines then work in concert to activate ILC2s to further secrete type 2 cytokines IL-4, IL-5, and IL-13 which further aggravate the type 2 inflammation in the airway causing acute exacerbation (Camelo et al., 2017) .	1
What enhanced anti-HIV1 activity?	However, its clinical application is limited because of short half-life, drug resistance and cross-reactivity with the preexisting antibodies in HIV-infected patients.	0
How was the modeling carried out?	We carried out virus infectivity assays on bat cell lines expressing induced and constitutive immune phenotypes, then developed a theoretical model of our in vitro system, which we fit to empirical data.	0
Why is iron critical to bacteria?	MATERIALS AND METHODS: The study material consisted of 15 calves of different ages and sexes brought to the Training, Research and Application Center at the Kafkas University Faculty of Veterinary Medicine with suspected neonatal septicemia.	0
What is the focus of this review?	These exacerbations are associated with high morbidity and even mortality worldwide.	0
How long did it take for patients with positive human adenovirus type 55 (HAdV-55) endotracheal aspirates to develop a measurable viremia?	Virus DNA copies in ETAs were determined for all patients during their ICU stay.	1
What animal models exist for both the asymptomatic carriage of PUUV and SNV?	Well over 40 hantaviral genotypes have been described, the large majority since 1993, and nearly half of them pathogenic for humans.	0
What other betacoronaviruses are zoonotic in origin?	The severe acute respiratory syndrome coronavirus (SARS-CoV) and Middle East respiratory syndrome coronavirus (MERS-CoV) are also betacoronaviruses that are zoonotic in origin and have been linked to potential fatal illness during the outbreaks in 2003 and 2012, respectively [5, 6] .	1
What is HTNV?	It took more than two decades until the etiologic agent, Hantaan virus (HTNV), was isolated from the striped field mouse Apodemus agrarius, detected in part by the binding of antibodies from patient serum samples to the lung tissues of healthy, wild-caught field mice [17, 18] .	1
What are critical to regulate cellular biological processes?	Prediction of lncRNA-protein interactions using HeteSim scores based on heterogeneous networks  https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5473862/  SHA: f4f9ea9e0aeb74d3601ee316b84292638c59cc53  Authors: Xiao, Yun; Zhang, Jingpu; Deng, Lei Date: 2017-06-16 DOI: 10.1038/s41598-017-03986-1 License: cc-by  Abstract: Massive studies have indicated that long non-coding RNAs (lncRNAs) are critical for the regulation of cellular biological processes by binding with RNA-related proteins.	1
Why are adenovirus vectors most attractive?	Thus, there is a continued need for new, efficacious vaccines conferring cross-clade protection to avoid the need for biannual reformulation of seasonal influenza vaccines.	0
What does a chest x-ray look like for a patient with a severe case of human adenovirus type 55 (HAdV-55)?	METHODS: We conducted a prospective, single-center observational study of pneumonia with ARDS in immunocompetent adults admitted to our respiratory ICU.	0
What is the progression  of symptoms to disease?	The case first to be publicly reported was from Jeddah, in the Kingdom of Saudi Arabia (KSA).	0
What type of vaccine is JUNV, Candid#1?	Concerns about human-pathogenic mammarenaviruses are exacerbated by of the lack of licensed vaccines, and current anti-mammarenavirus therapy is limited to off-label use of ribavirin that is only partially effective.	0
How long did the patient breath into the RTube?	No nose clips were used during collection and saliva contamination was avoided by the presence of a one-way valve and the T-shaped section of the mouthpiece.	1
Where was the coronavirus discovered?	Optimization Method for Forecasting Confirmed Cases of COVID-19 in China  https://doi.org/10.3390/jcm9030674  SHA: 1d7f8850c5244fdc9b387038e7eeae9bcbbde6d2  Authors: Al-Qaness, Mohammed A. A.; Ewees, Ahmed A.; Fan, Hong; Abd El Aziz, Mohamed Date: 2020 DOI: 10.3390/jcm9030674 License: cc-by  Abstract: In December 2019, a novel coronavirus, called COVID-19, was discovered in Wuhan, China, and has spread to different cities in China as well as to 24 other countries.	1
How many confirmed cases were identified in February 2020?	A systematic search was carried out in three major electronic databases (PubMed, Embase and Cochrane Library) to identify published studies in accordance with the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines.	0
How many people were affected as of Feb. 10, 2020?	10, 2020.	0
Was written consent obtained?	However, the efficacy of DAAs can be attenuated by the presence of resistance-associated substitutions (RASs) before and after treatment.	0
What is the relationship between land use and emergence of HPAI H5N1?	The model broadly hypothesizes disease emergence is driven by the co-incidence of genetic, physical environmental, ecological, and social factors.	0
How much  is the reduction in the childhood pneumonia deaths?	Pneumonia deaths decreased from 1.8 million in 2000 to 900,000 in 2013 [1] .	1
What is carageenan?	Thus, the combination of the specific anti-influenza drug Zanamivir together with carrageenan in a formulation suitable for intranasal application was evaluated in-vitro and in-vivo.	0
Why are adenovirus vectors most attractive?	Constant evolution of circulating influenza virus strains and the emergence of new strains diminishes the effectiveness of annual vaccines that rely on a match with circulating influenza strains.	0
What type of test was initially developed to screen for SARS-CoV-2?	Within 4 weeks, by 26 January 2020, the causative organism had been identified as a novel coronavirus, the genome of the virus had been sequenced and published, reverse transcription polymerase chain reaction tests had been developed, the WHO R&D Blueprint had been activated to accelerate diagnostics, therapeutics and vaccine development and a candidate vaccine was ready for initial laboratory testing.	1
What is this assay based on?	A total of 250 swabs were randomly selected and analyzed by multiplex reverse transcriptase polymerase chain reaction (RT-PCR) including research of 18 viruses and 4 bacteria.	0
What compartments were the host animals divided into?	The virus was named as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) by International Committee on Taxonomy of Viruses on 11 February, 2020.	0
What molecules have been shown to hinder T cell responses to viral infections?	Excessive reactive oxygen species (ROS) was shown to hinder T cell responses to viral infection [36] and ROS accumulation was detected in autophagy-deficient effector T cells rendering them incapable of controlling viral infections [37] .	1
What does the NTCP protein mediate?	Wenhui Li and colleagues raised attention again by publishing a possible receptor for hepatitis B virus in eLife.	0
What is the relationship between land use and emergence of HPAI H5N1?	We developed and tested a model of the emergence of highly pathogenic avian influenza (HPAI) H5N1 based on suspected convergence factors that are mainly associated with land-use change.	0
What type of test was initially developed to screen for SARS-CoV-2?	The national and international response demonstrates the complex link between public health, science and politics when an outbreak threatens to impact on global economies and reputations.	0
How many states in the U.S. have reported cases of COVID-19?	Updated March 21, 2020  CDC is responding to a pandemic of respiratory disease spreading from person-to-person caused by a novel (new) coronavirus.	0
What does MERS-COV cause?	Since then, MERS-CoV sequences have been found in a bat and in many dromedary camels (DC).	0
When is SSA generally employed?	In general, SSA is employed to improve FPA to avoid its drawbacks (i.e., getting trapped at the local optima).	1
Which proteins and mRNAs prominently induced by hantaviruses include?	Well over 40 hantaviral genotypes have been described, the large majority since 1993, and nearly half of them pathogenic for humans.	0
What is a future potential of filamentous phage?	This review will focus on the unique properties of the filamentous bacteriophage and highlight its diverse applications in current research.	0
What is the association between influenza viral load and carageenan?	As infections caused by influenza virus are often accompanied by infections with other respiratory viruses the combination of a specific anti-influenza compound with the broadly active antiviral polymer has huge potential for the treatment of respiratory infections.	0
What  explanation have some investigators favored   for much of the capillary leak?	Well over 40 hantaviral genotypes have been described, the large majority since 1993, and nearly half of them pathogenic for humans.	0
What is SI?	The number of confirmed cases is increasing daily and reached 34,598 on 8 February 2020.	0
What is a natural reservoir of coronavirus?	Several of them have caused diseases in humans and domestic animals by interspecies transmission.	0
What is the effect of chronic airway inflammatory disease?	The current understanding on viral-induced exacerbations is that viral infection increases airway inflammation which aggravates disease symptoms.	0
When was the  Middle East Respiratory Syndrome Coronavirus isolated first?	Text: A respiratory viral disease caused by the Middle East Respiratory Syndrome CoronaVirus (MERS-CoV) was first isolated in 2012, in a 60-year-old man who died in Jeddah, KSA due to severe acute pneumonia and multiple organ failure [1] .	1
What was the age range for the people surveyed?	This study aimed to estimate TB prevalence of the province in 2010 in comparison with the 2000 survey; and to compare yields of TB cases from different case finding approaches.	0
How were  the spread of GFP-expressing virus-infected cells tracked?	A mechanistic understanding of the impact of bats’ virus hosting capacities, including uniquely constitutive immune pathways, on cellular-scale viral dynamics is needed to elucidate zoonotic emergence.	0
Why is the phage ab excellent model system for directed protein evolution?	Particular emphases are placed on: (i) the advantages of the phage as a vaccine carrier, including its high immunogenicity, relative antigenic simplicity and ability to activate a range of immune responses, (ii) the phage’s potential as a prophylactic and therapeutic agent for infectious and chronic diseases, (iii) the regularity of the virion major coat protein lattice, which enables a variety of bioconjugation and surface chemistry applications, particularly in nanomaterials, and (iv) the phage’s large population sizes and fast generation times, which make it an excellent model system for directed protein evolution.	1
How do SARS-CoV viral proteins interact with the immune response?	Given the severity of these outbreaks, and the possibility of additional zoonotic coronaviruses emerging in the near future, the exploration of different treatment strategies is necessary.	0
What was a severe limitation of this study?	Moreover, although the samples were collected within the first 24 hours after admission, only a single blood sample was processed for each patient.	1
What was the focus of this study?	In the present study, we examined the antiproliferative effect of a copper (II) complex on HT-29 colon cancer cells.	1
What does Chikungunya cause?	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2860491/  SHA: f7c3160bef4169d29e2a8bdd79dd6e9056d4774c  Authors: Thiboutot, Michelle M.; Kannan, Senthil; Kawalekar, Omkar U.; Shedlock, Devon J.; Khan, Amir S.; Sarangan, Gopalsamy; Srikanth, Padma; Weiner, David B.; Muthumani, Karuppiah Date: 2010-04-27 DOI: 10.1371/journal.pntd.0000623 License: cc-by  Abstract: Chikungunya virus is a mosquito-borne emerging pathogen that has a major health impact in humans and causes fever disease, headache, rash, nausea, vomiting, myalgia, and arthralgia.	1
What enhanced anti-HIV1 activity?	Using an artificial peptide strategy, we designed a peptide with non-native protein sequence, AP3, which exhibited potent antiviral activity against a broad spectrum of HIV-1 strains, including those resistant to T20, and had remarkably longer in vivo half-life than T20.	0
How are the ribozymes able to replicate, join and create peptide bonds?	It stimulated interest in the question about the origin of life and its evolution.	0
What is the advantage of oral capsule and intranasal deliveries?	Importantly, the latter two delivery methods induce robust mucosal immune responses and may bypass preexisting vector immunity [33] .	1
What was the spotting concentration range for the capture antibodies?	Currently, there are still no multiple antigen detection methods available clinically.	0
What topics were searched for?	We searched for randomized controlled trials (RCTs) and validation trials (for diagnostics test) published in English, that measured (a) the sensitivity and/or specificity of a rapid diagnostic test or a point-of-care testing kit, (b) the impact of drug therapy or (c) vaccine efficacy against either of these diseases with no date restriction applied.	1
How many deaths were associated with MERS-CoV as of July 2014?	62 The majority of cases have involved patients with comorbidities (76%) and are predominately males (63%) with a median age of 47.	1
What happens after  host infection?	CHIKV undertakes a complex replication cycle upon host infection (Figure 2 ), which makes its genome susceptible to mutations [28, 29] .	1
What is Enfuvirtide?	However, its clinical application is limited because of short half-life, drug resistance and cross-reactivity with the preexisting antibodies in HIV-infected patients.	0
How does RT-LAMP compare with other methods?	A systematic search was carried out in three major electronic databases (PubMed, Embase and Cochrane Library) to identify published studies in accordance with the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines.	0
What was the fatality rate for MERS?	Nevertheless some questions remain and not all lessons have been successful.	0
What does the study show?	A total of 250 swabs were randomly selected and analyzed by multiplex reverse transcriptase polymerase chain reaction (RT-PCR) including research of 18 viruses and 4 bacteria.	0
What is an example of an improved vaccine regime?	Thus, there is a continued need for new, efficacious vaccines conferring cross-clade protection to avoid the need for biannual reformulation of seasonal influenza vaccines.	0
What is the third most prevalent cancer in females in the United States?	In the present study, we examined the antiproliferative effect of a copper (II) complex on HT-29 colon cancer cells.	0
What is the optimal window for initiating treatment with carageenan and Zanamivir?	Remarkably, this benefit is maintained even when the treatment starts up to 72 hours post infection.	1
Why  was the field of virus dynamics developed?	A mechanistic understanding of the impact of bats’ virus hosting capacities, including uniquely constitutive immune pathways, on cellular-scale viral dynamics is needed to elucidate zoonotic emergence.	0
What is Koch's first postulate?	In this review a summary of all viruses found in diarrhea is presented, together with the current knowledge about their connection to disease.	0
What  does the epithelial proteins cause?	The current understanding on viral-induced exacerbations is that viral infection increases airway inflammation which aggravates disease symptoms.	0
What was the age range for the people surveyed?	METHODS: A population based, cross-sectional survey was conducted using multi-stage random cluster sampling.	0
Why did the T20/N36 complex not show a typical alpha helical conformation?	Because T20 lacks the pocket-binding domain (PBD), the T20/N36 complex did not show a typical α -helical conformation, in consistence with our previous studies 8, 9 .	1
What are juvenile DCs more often positive for?	Since then, MERS-CoV sequences have been found in a bat and in many dromedary camels (DC).	0
Why is their controversy surrounding the FIPV vaccine?	It is caused by FIP virus (FIPV), a virulent mutant strain of Feline Enteric Coronavirus (FECV).	0
What is Staph aureus?	There are higher levels of cytokine production including TNF-α, IL-6, and MIP-1α in MKP-1 KO mice infected with S. aureus [12] .	1
In the epidemic  peak how many cases per week were there on the island?	Wrecking over one-third of the island's population, this epidemic peaked its devastation between January and February 2006, when over 46,000 cases came into light every week, including 284 deaths [5, 13] .	1
What is the most effective treatment against influenza?	Text: Vaccination remains most economical and effective means against respiratory diseases caused by influenza viruses [1] .	1
What immune cells are primarily involved in eliminating virus-infected cells?	METHODS: We recruited 1455 individuals between 18 to 70 years from a cross-sectional survey on airway infections in Germany and invited them to self-report in diaries incident RTIs experienced during three consecutive winter/spring seasons.	0
Where was the Email published?	The email was published on the website of the professional emerging diseases (ProMED) network on 20 th September 2012 [1] (Fig.	1
What regulates the antiviral activity of IFITM3?	IFITM3 possesses three cysteine residues for the S-palmitoylation in the first transmembrane (TM1) domain and in the cytoplasmic (CP) loop.	0
What leads to oxidative stress in the body?	Fe also participates in redox reactions, causing the production of ROS, and thus leading to oxidative stress [7] .	1
What capture antibodies were used in the study?	Using 4D5, 2B5, 1F1, 2B8, 4F9, and 4E11 as capture antibodies, detection antibodies (2A10, 1 F1, and 4E11) were coupled to biotin-NHS ester(Pierce, Germany) at 4°C for 3 h according to the manufacturer's instructions.	1
What is the treatment of choice for MRSA infections?	The treatment failure of vancomycin, the therapeutic anti-MRSA agent of choice, due to the strains with elevated vancomycin minimum inhibitory concentration (MIC) values (i.e., the lowest concentration of an antimicrobial that will inhibit the visible growth of a microorganism) within the susceptible range was described previously [5, 6] .	1
What is the  the rate of general transmission, even in outbreaks?	That is to say, the basic reproduction number (R 0 ) -the average number of infections caused by one infected individual in a fully susceptible populationhas been close to one throughout various clusters and outbreaks.	1
What is the LAIV replacement schedule?	Thus, there is a continued need for new, efficacious vaccines conferring cross-clade protection to avoid the need for biannual reformulation of seasonal influenza vaccines.	0
What has the bacteriphage technology and the library of folded protein variants enabled?	This technology allowed, for the first time, the ability to seamlessly connect genetic information with protein function for a large number of protein variants simultaneously, and has been widely and productively exploited in studies of proteinprotein interactions.	1
What role rapid diagnostics plays?	It is timely to systematically review the potential of these interventions, including those for Middle East respiratory syndrome-Coronavirus (MERS-CoV) and severe acute respiratory syndrome (SARS)-CoV, to guide policymakers globally on their prioritization of resources for research and development.	0
How can countries enhance public health surveillance?	Nasal swabs were collected and tested using polymerase chain reaction.	0
What co-infections were found?	A total of 250 swabs were randomly selected and analyzed by multiplex reverse transcriptase polymerase chain reaction (RT-PCR) including research of 18 viruses and 4 bacteria.	0
What organ is most associated with the KATNAL1 gene?	11, 12 Although such association studies strongly suggest that KATNAL1 plays a fundamental role in the central nervous system (CNS), additional studies using cellular or animals models are required to understand how the gene may be causative for disease.	1
What is emphyema?	An increased incidence of empyema in children was noted in some high-income countries following pneumococcal conjugate vaccination-7 introduction, and this was attributed to pneumococcal serotypes not included in pneumococcal conjugate vaccination-7, especially 3 and 19A [24] .	1
What regulates the activity of MAPK activity?	Our previous results showed that Bacillus Calmette Guerin (BCG), a mycobacterium used as a model to investigate the immune response against MTB, stimulates the induction of TNF-α via mitogen-activated protein kinase (MAPK) in human blood monocytes.	0
How do influenza viruses escape binding by the natural killer cell activating receptors?	Here we describe the use of HiSeq deep sequencing to analyze host gene expression in primary human alveolar epithelial type II cells infected with highly pathogenic avian influenza H5N1 virus.	0
Who gets more severe disease from MERS?	Since then, MERS-CoV sequences have been found in a bat and in many dromedary camels (DC).	0
What is the status of the nine trials?	It is timely to systematically review the potential of these interventions, including those for Middle East respiratory syndrome-Coronavirus (MERS-CoV) and severe acute respiratory syndrome (SARS)-CoV, to guide policymakers globally on their prioritization of resources for research and development.	0
What are the critical factors that determine the effect of an epidemic?	Neither the 2009 pandemic influenza A(H1N1) virus ([H1N1]pdm09) pandemic or the severe acute respiratory syndrome coronavirus (SARS-CoV) or the Middle East respiratory syndrome coronavirus (MERS-CoV) epidemics had the combination of both high transmissibility and severity.	0
What are the SRC-family of kinases?	The dimeric state allows recruitment of signaling molecules such as SRC-family kinases, including the tyrosine phosphatase SRC homology 2 (SH2)-domain containing protein tyrosine phosphatase 1 (SHP1) and SHP2 members to phosphorylate ITIMs 24 .	1
How was the ELISA assay validated?	Establishment of accurate and easy methods by which to detect these viruses is essential for the prevention and treatment of associated infectious diseases.	0
What is labeled in pink?	Using an artificial peptide strategy, we designed a peptide with non-native protein sequence, AP3, which exhibited potent antiviral activity against a broad spectrum of HIV-1 strains, including those resistant to T20, and had remarkably longer in vivo half-life than T20.	0
What is Koch's second postulate?	In this review a summary of all viruses found in diarrhea is presented, together with the current knowledge about their connection to disease.	0
What is toltrazuril used to treat?	Text: Anticoccidial resistance (ACR), which develops mainly as a result of intensive long-term use of anticoccidial drugs, occurs widely in poultry production and has also been identified in Cystoisospora suis in piglets [1] [2] [3] [4] [5] .	1
How does the infected airway cell respond?	Generally, infected airway epithelial cells release type I (IFNα/β) and type III (IFNλ) interferons, cytokines and chemokines such as IL-6, IL-8, IL-12, RANTES, macrophage inflammatory protein 1α (MIP-1α) and monocyte chemotactic protein 1 (MCP-1) (Wark and Gibson, 2006; Matsukura et al., 2013) .	1
What motifs are absent in the short form of CEACAM1 protein?	Here we describe the use of HiSeq deep sequencing to analyze host gene expression in primary human alveolar epithelial type II cells infected with highly pathogenic avian influenza H5N1 virus.	0
What is the molecular structure of Feline Infectious Peritonitis Virus?	It is caused by FIP virus (FIPV), a virulent mutant strain of Feline Enteric Coronavirus (FECV).	0
What was the prevalence of Coronavirus OC 229 E/NL63 in clinical subjects in Ilorin, Nigeria?	Nasal swabs were collected and tested using polymerase chain reaction.	0
What is shown in Table S1?	The fully annotated list of the quantified nucleolar proteins is available in Table S1 and the raw data from the mass spectrometry analysis was deposited in the Tranche repository database (https:// proteomecommons.org/tranche/), which can be accessed using the hash keys described in materials and methods.	1
What does the study highlight?	In conclusion, this study highlights a substantial circulation of multiple respiratory pathogens in Réunion Island throughout the year.	1
What does the study highlight?	A total of 250 swabs were randomly selected and analyzed by multiplex reverse transcriptase polymerase chain reaction (RT-PCR) including research of 18 viruses and 4 bacteria.	0
What was the male to female ratio for this study?	METHODS: Samples from 11,399 hospitalized pediatric patients (≤14 years old), with ARI were tested for HBoV1 and other common respiratory pathogens using real-time PCR, between July 2009 and June 2016.	0
What happens for HFRS?	For HCPS, that expression favors the pulmonary bed and lymphoid organs, yet, for unknown reasons, spares the retroperitoneum and, in general, the kidney.	1
What percentage of contacts were still shedding RNA in their URT specimens?	In the only study to examine the effect of sample type on molecular analysis, 64 nasopharyngeal aspirates (NPA; an URT sample), 30 tracheal aspirates, 13 sputa and three BAL were examined.	1
What is the estimated mean incubation period for COVID-19 infection on the Diamond Princess cruise ship?	The epidemic curve of a total of 199 confirmed cases was drawn, classifying individuals into passengers with and without close contact and crew members.	0
How long MERS cases shed viral RNA in their LRT specimens (tracheal aspirates and sputum)?	In the only study to examine the effect of sample type on molecular analysis, 64 nasopharyngeal aspirates (NPA; an URT sample), 30 tracheal aspirates, 13 sputa and three BAL were examined.	1
Is Koch's postulate applicable to enteric viruses?	Whether these agents are actually involved in a disease such as diarrhea is the essential question, yet difficult to answer.	0
