What did the later WHO definition of MERS clearly state?	For example, there were 83 contacts, both symptomatic and asymptomatic, of a case treated in Germany who travelled from the UAE but no sign of virus or antibody were found in any of them [73] .	0
What potential mechanism,  could be presumed to underlie the pathogenesis of HCPS?	The effects on NF-B expression appeared to be confined to prevention of its nuclear translocation after its attempted activation with lipopolysaccharide, LPS [55] .	0
What do ribozymes consist of?	Rickettsia have evolved from autonomously replicating bacteria.	0
What is the role of C-C Motif Chemokine Ligand 3 Like 1 (CCL3L1) in mother to child transmission of HIV-1?	Therefore, DC-SIGNR p-198A and int2-180A mutations associated with MTCT of HIV-1 significantly decreased the level of total placental DC-SIGNR transcripts, disproportionately affecting the membrane-bound isoform production.	0
What risks factors were associated with lower RTIs?	The factors of parainfluenza infection, old age, and immunosuppression were independently associated with lower RTIs.	1
What are the most common isoforms of CEACAM1?	As such, 15 pmol of siCEACAM1 was chosen for subsequent knockdown studies in both ATII and A549 cells.	0
What are the symptoms of Venezuelan equine encephalitis virus?	In order to obtain a dynamic view of the virus-host interactome, RNA-Seq was used to monitor changes in gene expression in VEEV TrD-infected astrocytes at 4, 8, and 16 h postinfection (hpi).	0
What does ouabain inhibit?	The cardiac glycoside ouabain is an inhibitor of ATP1A1 that has been used to treat congestive heart failure in European countries [41] .	1
Precisely how does the virus transmit to humans?	One example identified the likely role of a patient with a subclinical infection, present in a hospital during their admission for other reasons, as the likeliest index case triggering a family cluster [93] .	0
What enzyme is essential for the metabolism of fatty acids?	The clinical outcome of MRSA bacteraemia is significantly influenced by vancomycin MIC.	0
What could be the implication of 2019-nCOV virus in anal swabs?	Clinically, for those severe patients, the main symptoms of 2019-nCoV pneumonia are fever, decreased white blood cell and lymphocyte count, increased C reaction protein and abnormally expressed cytokines [6] .	0
What percentage of contacts were still shedding RNA in their URT specimens?	In the only study to examine the effect of sample type on molecular analysis, 64 nasopharyngeal aspirates (NPA; an URT sample), 30 tracheal aspirates, 13 sputa and three BAL were examined.	1
What is IFITM?	For E. coli cell expression, the plasmid vector of IFITM5-WT was constructed by inserting the cloned gene into a pET22b (Novagen, Madison, WI) expression vector.	0
Why  have bats received attention in recent years?	Text: Bats have received much attention in recent years for their role as reservoir hosts for emerging viral zoonoses, including rabies and related lyssaviruses, Hendra and Nipah henipaviruses, Ebola and Marburg filoviruses, and SARS coronavirus (Calisher et al., 2006; Wang and Anderson, 2019) .	1
Is there a dose-dependent response to carageenan and Zanamavir intranasal therapy?	Therapeutic efficacy of iota-carrageenan solely or together with kappa-carrageenan in influenza H7N7 lethal infected mice.	0
How long did it take to publish the full genomic sequence of SARS-CoV-2 after it was identified?	The WHO was notified of the original clustering within days and the full genomic sequence of the new virus was published less than 2 weeks after the cluster was first detected.	1
What are the clinical symptoms of pertussis?	The trials are registered at Clinicaltrials.gov (NCT01034254).	0
Where is CEACAM1 expressed in the body?	Proteins were visualized by incubating membranes with Pierce enhanced chemiluminescence (ECL) Plus Western Blotting Substrate (Thermo Scientific) followed by detection on a Bio-Rad ChemiDoc ™ MP Imaging System or on Amersham ™ Hyperfilm ™ ECL (GE Healthcare).	0
What are key limtations of genetic detection?	• 13 specimens from 6 patients were positive with viral load range from 362 to 36,240,000 genome equivalents/mL.	0
What are the symptoms of H5N1 infection in humans?	Vitro.	0
How does the pathogenicity of 2019-nCOV compare with other viruses?	Mechanisms of niclosamide activity warrant further investigation [122] .	0
What is the proposed model?	For example, in [34] SCA algorithm was applied to improve the ANFIS model to forecast oil consumption in three countries, namely, Canada, Germany, and Japan.	0
What other group is disproportionately affected?	Despite the gravity of its infectious potency and the fear of it being a potential biological weapon, there is currently no vaccine for CHIKV infections.	0
What element is essential to promoting JEV infection?	As three of the five hit drugs were calcium inhibitors, additional types of calcium inhibitors that confirmed that calcium is essential for JEV infection, most likely during viral replication, were utilized.	1
What is the advantage of AAV vector?	Additionally, a single intranasal immunization in a murine model of influenza infection was shown to induce neutralizing antibody responses and protect against a virus expressing homologous HA protein [98] .	0
What were the results?	All assays were highly sensitive and specific in that they did not cross-react with other coronavirus and also human clinical samples that contained respiratory viruses [11] .	1
What should mildly-ill patients do?	Cases of COVID-19 and instances of community spread are being reported in a growing number of states.	0
Do carageenan and Zanamavir together have a greater benefit than either in monotherapy?	In the last decade concerns have been raised about the increased emergence of Oseltamivir resistant influenza viruses.	0
What are the components of the gut-associated lymphoid tissue?	The virus was UV-inactivated at UV dose of 4 J/cm 2 for 24 h to achieve a complete loss of infectivity [23] .	0
What is Reunion Island?	Two seasons were defined to identify possible seasonal trends in circulation of the viruses: winter season during weeks 23 to 39 between June and September and summer season during the rest of the year.	0
What is the structure of a recombiant  viral particle?	Because RVPs, which have a natural virus-like envelope on the outside and a replicon on the inside, permitted the quantification of JEV productive entry and replication, a time-of-addition experiment was performed to investigate whether the hit drugs blocked the entry step or the replication step.	1
What characteristics does glycosylation have on flavonoids?	As final step in their biosynthesis, flavonoids are often glycosylated which has a profound effect on their solubility, stability and bio-activity [8, 9] .	1
What  was the first reported baculovirus vector based vaccine for influenza?	This review will discuss experimental virus-vectored vaccines for use in humans, comparing them to licensed vaccines and the hurdles faced for licensure of these next-generation influenza virus vaccines.	0
What causes avian infectious bronchitis?	Infection outbreaks are controlled by a combination of strict management practices and vaccination.	0
How many extracellular domains are in the CEAMCAM1 protein?	Cell lysates were homogenized with QIAshredder columns followed by on-column DNA digestion with the RNase-Free DNase Set (Qiagen), and RNA extracted according to manufacturer's instructions.	0
How are bats different?	Following incubation, virus was aspirated off, and cell monolayers were washed in PBS, then covered with an agar plaque assay overlay to mimic conditions under which infection trials were run.	0
What suite of species-specific mechanisms do bats have to limit viral load?	Critically, we found that bat cell lines demonstrated a signature of enhanced interferon-mediated immune response, of either constitutive or induced form, which allowed for establishment of rapid within-host, cell-to-cell virus transmission rates (b).	0
What is the advantage of AAV vector?	A phase I clinical trial with the CMV VRP showed the vaccine was immunogenic, inducing CMV-neutralizing antibody responses and potent T cell responses.	0
What percentage of cases KSA has been a source of?	Changes in genome sequence may herald alterations to virus transmissibility, replication, persistence, lethality or response to future drugs.	0
How many ventilators have past studies projected will be required for a pandemic in the United States? 	The models suggested that without a vaccine, school closures would be unlikely to affect the pandemic, an estimated 35 000 to 60 000 ventilators would be needed, up to an estimated 7.3 billion surgical masks or respirators would be required, and perhaps most important, if vaccine development did not start before the virus was introduced, it was unlikely that a significant number of hospitalizations and deaths could be averted due to the time it takes to develop, test, manufacture, and distribute a vaccine.	1
What is proposed in the current study?	In the current study, we propose an improved ANFIS model based on a modified flower pollination algorithm (FPA) using the salp swarm algorithm (SSA).	1
What are juvenile DCs more often positive for?	Detection of viral proteins rather than viral RNA indicates the likely presence of infectious virus.	0
In 2010, how many cases of tuberculosis were estimated in China?	Our findings suggest that the strategy of case finding using CXRAY followed by sputum or culture as the primary and secondary screening tests could be more effective, especially among the population of over 65 year olds, as the yields were higher in over 65's compared with the general Table 2 Prevalence rates of sputum positive TB cases, bacteriologically confirmed TB cases and all cases in Shandong, China, 2010 No population.	0
What type of coronavirus was detected in R. affinis and R. sinicus species?	Other accessory proteins showed no effect on IFN production ( Figure S3 ).	0
What are the clinical symptoms of pertussis?	Risk factors, clinical symptoms, and coinfections were prospectively identified without the potential bias that may occur when these data are collected retrospectively or in clinical settings.	0
Which isotope labeled lysine?	We labeled Jurkat TAP-Tat and Jurkat TAP cells with light (R0K0) and heavy (R6K6) isotope containing arginine and lysine, respectively.	1
What was the purpose of the research?	The deleterious effects on calf health and performance and the resulting economic burden create a strong incentive to treat and prevent diarrhea in pre-weaned calves.	0
How long MERS-CoV remained viable at high ambient temperature (30°C) and low RH (30 %) ?	Obtaining these materials was problematic and slowed the development and commercialization of antibody detection assays for human testing [64] .	0
What difference bats demonstrate compared to most non-Chiropteran mammals?	Special points from bifurcations analyses are listed in Supplementary file 3. space corresponding to theoretical limit cycles, consistent with observed virus-induced epidemic extinctions in stochastic tissue cultures.	0
How can DNA arise chemically from RNA?	They can polymerize progeny chemically, allow for mutations to occur and can evolve.	0
What was the effect of phage displaying  peptides on tumor?	(2010) describe at least one reason for this lack of success: it seems that peptide antigens elicit a set of topologically restricted antibodies that are largely unable to recognize discontinuous or complex epitopes on larger biomolecules.	0
Where was the coronavirus discovered?	Optimization Method for Forecasting Confirmed Cases of COVID-19 in China  https://doi.org/10.3390/jcm9030674  SHA: 1d7f8850c5244fdc9b387038e7eeae9bcbbde6d2  Authors: Al-Qaness, Mohammed A. A.; Ewees, Ahmed A.; Fan, Hong; Abd El Aziz, Mohamed Date: 2020 DOI: 10.3390/jcm9030674 License: cc-by  Abstract: In December 2019, a novel coronavirus, called COVID-19, was discovered in Wuhan, China, and has spread to different cities in China as well as to 24 other countries.	1
What is the reduction in bacterial pneumonia under the revised WHO  definition of bacterial pneumonia?	Using the revised definition, the 10-valent pneumococcal conjugate vaccine (pneumococcal conjugate vaccination-10), had a vaccine efficacy of 22% in preventing presumed bacterial pneumonia in young children in South America [22] , and pneumococcal conjugate vaccination-13 had a vaccine efficacy of 39% in preventing presumed bacterial pneumonia in children older than 16 weeks who were not infected with human immunodeficiency virus (HIV) in South Africa [21] .	1
What does the study highlight?	In conclusion, this study highlights a substantial circulation of multiple respiratory pathogens in Réunion Island throughout the year.	1
What is the effect of host immune response to  the viral delivery vector on the efficacy of vaccination?	Vector-specific antibodies may impede the induction of immune responses to the vaccine-encoded antigens, as they may reduce the dose and time of exposure of the target cells to the vaccinated antigens (Pichla-Gollon et al., 2009; Pine et al., 2011) .	1
What is the transmission of MERS-CoV is defined as?	Despite camel butchery being a local occupation, neither butchers nor other at-risk groups are identifiable among MERS cases; this may simply be a reporting issue rather than an unexplainable absence of MERS.	0
What is another word for hypercytokinaemia?	Cells were lysed in Triton X-sample buffer and separated by SDS-PAGE.	0
What are the most common clinical manifestations of severe human adenovirus type 55 (HAdV-55) induced ARDS?	All patients received antiviral therapy, including acyclovir (10 mg/kg, every 8 hours, intravenous drip), ganciclovir (5 mg/kg, every 12 hours, intravenous drip) and ribavirin (250 mg, twice daily, intravenous drip).	0
Does C-C chemokine receptor type 5 (CCR5) affect the transmission of HIV-1?	Soluble isoforms were calculated by subtracting membrane-bound from total isoforms.	0
What was the fatality rate for SARS-CoV?	The current estimated case fatality rate seems to be around 3% which is significant but not comparable to the 10% rate for SARS or 34% reported for MERS.	1
What is EGR1?	The increased expression of genes involved in the stressinduced unfolded protein response (UPR) pathway was also noted.	0
Which are some phage based contraceptive vaccines for animals?	Several strategies for phage-based contraceptive vaccines have been proposed for control of animal populations.	0
How has most of the analysis of MERS-CoV genetics  been performed?	However, as is well described, cell culture is a slow, specialised and insensitive method [50] while PCR-based techniques are the preferred method for MERS-CoV detection.	0
How many MAPK phosphatases exist?	The analysis method of QPCR was the comparative cycle number to threshold (C T ) method as described in user bulletin no.	0
What size of particle has been shown to be most effective in the delivery to the lower airway?	Thus, some studies present a functional connection between miRNA expression and asthma pathogenesis and suggest that targeting miRNAs in the airways may lead to anti-inflammatory treatments for allergic asthma.	0
What are the components of the gut-associated lymphoid tissue?	DCs naturally exist in the gut-associated lymphoid tissue (GALT), including Peyer's patches (PPs), isolated lymphoid follicles (ILFs), mesenteric lymph nodes (MLNs), and scatter throughout the subepithelial lamina propria (LP) of the small intestine and colon [19] .	1
Which viruses are part of the Old World complex of Arenaviridae?	The Lassa and Lujo viruses in the OW complex and the Guanarito, Junin, Machupo, Sabia, and Chapare viruses in the NW complex cause viral hemorrhagic fever (VHF) in humans, leading to serious public health concerns.	1
How many patients with community-acquired pneumonia are hospitalized each year?	Sex ratio was approximately 1.	0
What influenza virus was identified in China in 2013?	These plans address limiting domestic spread and mitigating disease but also sustaining infrastructure and reducing the adverse effects of the pandemic on the economy and society.	0
Why is NTCP thought to not be sufficient for HBV infection?	NTCP itself is not sufficient to allow HBV infection, as the majority of HepaRG cells were found to express NPCT but not to be infected [8] .	1
How were the transmission circumstances created?	Other factors thought to have enabled this outbreak included unfamiliarity of local clinicians with MERS, ease with which the public can visit and be treated by tertiary hospitals, the custom of visiting sick friends and relatives in hospitals, the hierarchical nature of Korean society, crowded emergency rooms, poor IPC measures, a lack of negative pressure isolation rooms and poor inter-hospital communication of patient disease histories [24, [190] [191] [192] .	0
What do the recommended samples include?	Some MERS patients are listed in WHO disease notices as being in proximity to DCs or farms, but the individuals have not described coming into contact with the animals.	0
What is discussed in this publication?	Therefore, the host response to a virus infection might prove to be inhibitory for the viral life cycle in a direct or an indirect manner.	0
What is the distance between the p4.7 and p12.7 genes in the Irish versus Japanese equine coronavirus variants?	The outbreak at a draft-horse racetrack in Japan in 2009 affected 132 of approximately 600 horses and resulted in non-starters and the implementation of movement restrictions [4] .	0
What is the role of statins in increasing host resilience to viral lung infections?	One immunomodulatory treatment that was tried during the SARS-CoV outbreak was systemic corticosteroids.	0
Which new genus was the virus later found to represent?	Case-fatality ratios in those three countries have been similar, ranging from 30% (Argentina), 36% (Chile) and 39% (Brazil).	0
What is the cause of Lassa fever?	Our proteomic approach combined with genetics and pharmacological validation assays identified ATPase Na(+)/K(+) transporting subunit alpha 1 (ATP1A1) and prohibitin (PHB) as pro-viral factors.	0
What appears to be a requirement for transmission?	Detection of MERS-CoV infection using ELISA or S1 subunit protein microarray [84] is usually followed by confirmatory IFA and/ or a plaque-reduction neutralization (PRNT) [69, 70, 85] or MNT test.	0
What family of virus does SARS reside in?	This review focuses on exploring various host resilience mechanisms that could be exploited for treatment of severe acute respiratory syndrome coronavirus, Middle East respiratory syndrome coronavirus and other respiratory viruses that cause acute lung injury and acute respiratory distress syndrome.	1
What is needed to direct genetic mutations in RNA viruses?	Here, a strategy to facilitate manipulation and rescue of classical swine fever viruses (CSFVs) from full-length cDNAs present within bacterial artificial chromosomes (BACs) is described.	0
What does ANFIS offer?	Then the probability of each solution is computed.	0
What does the involvement of respiratory viruses contribute to?	This is usually further compounded by the increased susceptibility of chronic airway inflammatory disease patients toward viral respiratory infections, thereby increasing the frequency of exacerbation as a whole (Dougherty and Fahy, 2009; Busse et al., 2010; Linden et al., 2019) .	0
What is IFITM?	The S-palmitoylation [23] is a post-translational modification on proteins by C 16 saturated-fatty acids (palmitic acids) covalently attached to certain cysteine residues via a thioester linkage (Figure 1-B) .	0
What is the mortality rate of the H5N1 strain of influenza?	It is important to note that humans have very little pre-existing immunity towards avian influenza virus strains.	1
How many days is the incubation period?	Most adults who suffer from severe CHIKF have underlying medical conditions [6, 24, 27] .	0
When is a single sample  suggested to be sufficient?	While the basic virology of MERS-CoV has advanced over the past three years, understanding of the interplay between camel, environment, and human remains limited.	0
What  developments have been made possible by the study of B-cell repertoire?	Another important consideration is the potential for confounding by B cells in the repertoire that bind to the fluorochrome, streptavidin, or any linkers rather than to the antigen of interest.	0
What percentage of contacts were still shedding RNA in their URT specimens?	MERS-CoV was found and characterized because of its apparent association with severe, and therefore more obvious, illness in humans; we were the canaries in the coal mine.	0
For how long were the cells infected before analysis?	This finding was further supported by demonstrating MOV10-IKKε interaction by co-immunoprecipitation studies [73] .	0
What is considered the mechanism of human-to-human transmission of MERS-COV?	At writing, no human data exist to define whether the virus replicates solely or preferentially in the LRT or URT, or replicates in other human tissues in vivo although MERS-CoV RNA has been detected from both the URT and LRT in a macaque monkey model [100] .The distribution of DPP4 in the human upper airways is also not well described.	0
What did the later WHO definition of MERS clearly state?	Initially, conventional IFAs were used for human sero-surveys.	0
When did we discover that SARS-CoV-2, which causes COVID-19, was a novel coronavirus?	Within 4 weeks, by 26 January 2020, the causative organism had been identified as a novel coronavirus, the genome of the virus had been sequenced and published, reverse transcription polymerase chain reaction tests had been developed, the WHO R&D Blueprint had been activated to accelerate diagnostics, therapeutics and vaccine development and a candidate vaccine was ready for initial laboratory testing.	1
Who performed the sampling procedures?	Virus isolation was performed as previously described [12] , but was not successful.	0
What is BAL?	It should be noted that most pilgrims arrived from MERS-free countries.	0
In non-flying mammals, what what would be elicited by IFN expression upon viral infection?	We justify this PaKiT01 exemption through the expectation that IFN-a expression is constitutive for these cells, and by the assumption that any expression exhibited at the lower MOI should also be present at the higher MOI.	0
What is the family of the SARS coronavirus?	To this end, BMMs in K + -rich medium were infected with influenza A virus or lentiviruses expressing the SARS-CoV E or 3a proteins.	0
What is Reunion Island?	We therefore used this new method to set up a retrospective study using swabs collected by sentinel GPs from 2011 to 2012.	0
How many complexes are within v-ATPase?	Instead, the adhesion was mediated by β1-integrins expressed on tumor cells, as blocking of the integrin β1 subunit reversed this process.	0
What is CHIKV?	Using purified immunoglobulin extracted from convalescent CHIKV patients, they demonstrated effective neutralizing activity against CHIKV infection both in vitro and in vivo.	0
What is the most effective treatment against influenza?	As clinical protection is not the only parameter by which vaccine performance is assessed, we evaluated the immunogenicity of the recombinant LAB vaccine on the basis of other parameters, such as the reduction of pathological lesions and virus shedding.	0
What type of vaccine is used to protect against FIPV infection?	Hence, there is still significant unmet medical need to develop effective treatments and prophylactics for FIPV infection.	0
How many control samples were used in this study?	Throat swabs from 15 patients with bacterial infections and 27 individuals without active infections were included as control samples.	1
What is BAL?	A colorectal adenocarcinoma (Caco-2) epithelial cell line has since been recommended for isolation of infections MERS-CoV [49] .	0
What was the finding in this study?	Bats, by contrast, demonstrate no obvious disease symptoms upon infection with pathogens that are highly virulent in non-volant mammals (Schountz et al., 2017) but may, instead, support viruses as longterm persistent infections, rather than transient, immunizing pathologies (Plowright et al., 2016) .	0
Do LAIV replicate at body temperature?	Recombinant Ad vaccines expressing HA antigens from pandemic H1N1 (pH1N1), H5 and H7 highly pathogenic avian influenza (HPAI) virus (HPAIV), and H9 avian influenza viruses have been tested for efficacy in a number of animal models, including chickens, mice, and ferrets, and been shown to be efficacious and provide protection from challenge [48, 49] .	0
What was the case fatality rate?	False negative results may occur due to insufficient organisms in the specimen resulting from improper collection, transportation or handling.	0
What is the Boosted Regression Tree method?	Previous studies indicated the duck density was an important predictor [11] ; our results, however, indicated that the diversity of duck flock size was a more important predictor than duck density.	0
Why is the nasal mucosa useful in the delivery of small molecules into the body?	Because the nasal mucosa is highly vascularized, delivery of a thin epithelium of medication across the surface area can result in rapid absorption of the medication into the blood.	1
Do carageenan and Zanamivir delivered intranasally have a benefit when taken for influenza subtype H7N7 infection?	both are involved in recent influenza outbreaks.	0
What antiviral treatments are used for hepatitis C infection?	Virus titration was performed on Huh-7 cells with 6-well microtiter plates (Corning, NY) 72 hours after incubation, by immunostaining the cells with antibodies from a HCV-positive patient serum that had previously been inactivated at 56°C (see the section on the virus neutralization assay).	0
What is the structure of the Arenavirus?	Arenaviruses have a bisegmented, negative-sense, single stranded RNA genome with a unique ambisense coding strategy that produces just four known proteins: a glycoprotein, a nucleoprotein (NP), a matrix protein (Z), and a polymerase (L) [46] .	1
What family of virus does MERS reside in?	It is unclear if these differences are due to distinct populations affected by the viruses, because of properties of the virus themselves, or both.	0
When was the Email  published?	The email was published on the website of the professional emerging diseases (ProMED) network on 20 th September 2012 [1] (Fig.	1
How does MERS-CoV spread among people?	Studies of this apparently recombinant viral variant did not find an increased evolutionary rate and no sign of virus adaptation thus the outbreak seems to have been driven by circumstance rather than circumstance together with mutation [181] .	0
What are alphaviruses?	This combined with preclinical data from a variety of animal models suggests that PIV5 as a vector is likely to be safe in humans.	0
What  does the epithelial proteins cause?	These, in turn, enable infiltration of innate immune cells and of professional antigen presenting cells (APCs) that will then in turn release specific mediators to facilitate viral targeting and clearance, including type II interferon (IFNγ), IL-2, IL-4, IL-5, IL-9, and IL-12 (Wark and Gibson, 2006; Singh et al., 2010; Braciale et al., 2012) .	1
How are Mammarenaviruses spread from rodents to humans?	Invasion of human dwellings by infected rodents can result in human infections through mucosal exposure to aerosols or by direct contact of abraded skin with infectious material.	1
Where have most outbreaks of equine coronavirus occurred in the United States?	The choice of cases to include in the current study may not have been optimal for detection of ECoV as the majority of samples were from foals.	1
How do SARS-CoV and MERS-CoV evade the immune system sensing it's genome?	Early intervention has been shown to be the most effective in some cases, but other therapies work better when given slightly later during the course of the infection.	0
What was the most frequent coinfection?	8 Enterovirus and rhinovirus, both members of the Enterovirus genus, contributed to 13.1% of RTI cases in our study and 9.8-17.8% of adult cases in other studies.	0
How was the first culture of the new Coronavirus announced?	3 ) and this may be a time when there is increased risk to humans of spill-over due to new infections among naïve DC populations [128] .	0
In non-flying mammals, what what would be elicited by IFN expression upon viral infection?	Text: Bats have received much attention in recent years for their role as reservoir hosts for emerging viral zoonoses, including rabies and related lyssaviruses, Hendra and Nipah henipaviruses, Ebola and Marburg filoviruses, and SARS coronavirus (Calisher et al., 2006; Wang and Anderson, 2019) .	0
Precisely how does the virus transmit to humans?	Few clinical details about these cases have been reported to date and detail on transmission and contact tracing is minimal.	0
What is  NPA?	A further 114 swabs were taken from pilgrims with influenza-like illness [96, 107] .	0
Where is CEACAM1 expressed in the body?	Modulation of CEACAM1 phosphorylation, dimerization and the downstream function with small-molecule inhibitors may assist in dissecting the contribution of CEACAM1 to NK cell activity.	0
What is needed to elucidate zoonotic emergence?	Importantly, under fixed parameter values for the infection incubation rate (s) and infectioninduced mortality rate (a), models were unable to reproduce the longer-term infectious time series captured in data from rVSV-EBOV infections on PaKiT01 cell lines without incorporation of cell births, an assumption adopted in previous modeling representations of IFN-mediated viral dynamics in tissue culture (Howat et al., 2006) .	0
